Usuario,Latitud,Longitud
Ara Jinkin,38.00164553,-3.724702804
Ara Owenson,37.86436742,-2.701222108
Arabele Long,37.80382631,-3.268678575
Arabella Chason,37.99953034,-3.555079398
Arabella Oxlade,38.0663254,-3.695460875
Arabelle Fylan,37.96336114,-2.805186187
Arabelle Labbet,38.09175366,-3.767350632
Arabelle Lombardo,38.10332827,-3.145739867
Araldo Couchman,37.85086777,-3.211886147
Araldo Lovemore,38.12109998,-3.547564794
Arch Earengey,38.13590623,-3.169433777
Arch Kleeman,37.97768706,-2.756263176
Arch Quilty,37.88346771,-3.622759609
Archambault Safont,37.81576321,-3.86906318
Archer Dackombe,37.82740466,-3.897719061
Archer O'Cooney,38.07521419,-3.872192238
Archibald Lampl,37.71905282,-3.199580684
Archie Bassam,37.70303685,-2.799321008
Archy Casina,38.0620611,-3.224450889
Archy Emery,37.81391332,-2.833989343
Arda Jovicic,37.84854427,-2.821581621
Arda Rogans,37.74121,-3.80744
Ardath Flemyng,38.14424822,-3.304522106
Ardath Ryland,37.96721721,-2.655649854
Ardeen Rumsey,38.03285503,-3.418080607
Ardeen Toppin,37.94849874,-3.135103504
Ardelia Anstiss,38.0196108,-3.757124799
Ardelis Ducker,38.1476708,-3.020117149
Ardelis Galtone,37.90551524,-3.2467482
Ardelis Hurley,37.74423642,-3.793337816
Ardelle Thying,37.83562635,-3.565171414
Ardelle Trail,37.97223423,-3.781490311
Ardene Scola,37.77337222,-3.867064557
Ardene Speake,38.10150877,-3.80376327
Ardenia Cator,37.71222162,-3.871116687
Ardenia Walford,38.04068083,-3.542634696
Ardine Curnucke,38.01623136,-3.441454046
Ardis Cullagh,37.73025973,-3.322960007
Ardis Praundlin,38.10359907,-3.531473728
Ardisj Abbott,37.73260108,-3.183359311
Ardith Naden,38.07049919,-3.059205443
Ardith Nisuis,37.97265303,-3.362728065
Ardith Wallington,38.01699884,-3.724416493
Ardyth Eton,37.90980082,-2.858747308
Aretha Borsay,37.74077435,-3.832641914
Aretha Fosdike,38.04271493,-3.700217776
Aretha Gaunt,38.11167554,-3.855250244
Ari Moulson,37.85787918,-3.912019679
Ariadne Grane,38.02610461,-2.740287789
Ariana Coupe,37.97711785,-3.619960058
Ariana Twidale,38.11685972,-3.419405889
Aridatha Betteridge,37.92121859,-3.285278241
Aridatha Desseine,37.90450568,-3.211956886
Aridatha Mergue,38.1335134,-2.901623598
Aridatha Russo,37.81480588,-3.291924723
Aridatha Saffran,37.87204089,-2.676931143
Arie Pedron,37.81990007,-3.870824604
Ariel Posnett,37.9367448,-3.447375838
Ariella Ginnety,38.01374155,-3.409146765
Ariella McGorley,37.86774135,-3.924593678
Ariella Rideout,38.13672688,-3.94651523
Arielle Desouza,37.8145226,-3.151957326
Arin Percy,37.98244286,-3.090921825
Ario Badsworth,37.70603442,-3.124359471
Ario Trusler,38.08955375,-2.676540496
Aristotle Loomis,37.83994265,-3.501418396
Arlan Radnage,38.13627345,-3.420536554
Arlana Dominichelli,38.11296277,-3.678105128
Arlee Dunphie,37.78119,-3.76254
Arleen Broadfoot,37.98428304,-3.003423928
Arlen Chasson,37.74591686,-3.004269794
Arlen Chivrall,37.77661,-3.78156
Arlen Griffen,37.73152948,-2.68143585
Arlen Mandrier,37.74250055,-3.354983647
Arlen Oakenfull,38.0014011,-3.737998805
Arlen Steutly,37.99415094,-2.71686126
Arlen Towlson,37.88417379,-3.392314511
Arlena Belvard,37.84583978,-3.68177671
Arlena Forth,38.11847291,-3.726835803
Arleta Swepson,38.01562532,-3.496379227
Arlette McAdam,37.74645661,-3.016754654
Arley Wheaton,38.05554142,-2.6987247
Arleyne Dinnis,37.80885371,-3.737112987
Arliene Burrell,37.8006126,-3.526873093
Arliene De Ferraris,37.85927981,-3.465596013
Arlin Trinkwon,37.95695304,-3.497246673
Arlina Firbanks,37.78946099,-2.739098956
Arlinda Ingrey,38.1168904,-3.908183205
Arlinda Qualtro,38.06152431,-3.868109702
Arline Arnault,38.13434368,-3.460057303
Arline Holt,37.94797831,-3.729191389
Arline Stilly,37.83965751,-3.582398917
Arly Heaton,37.87535999,-3.786268826
Arlyn Vedyaev,37.76754672,-2.721073147
Arlyne Kynder,38.02500261,-2.829203193
Armando Mayoral,37.73972988,-3.869374757
Armin Allder,38.09623545,-3.2679237
Armin De Cruz,38.09415069,-3.520816935
Arne Kisbee,38.02124701,-3.499599326
Arnie Normanvill,38.07810944,-2.756212416
Arnie Stoffler,38.11592422,-3.100683215
Arnuad McGeffen,38.03738383,-3.011046459
Arny Siward,37.74695455,-3.083135412
Aron Gionettitti,38.04695185,-3.926475136
Arri Bussons,37.777759,-3.544486709
Artair Luce,37.71976923,-3.437513118
Artair Taillard,37.85875103,-3.754997031
Artemas Cahalan,37.92720293,-2.779426666
Artemas Dods,37.95898543,-3.42453763
Artemas Giorgi,37.72426438,-3.372850728
Artemis Sawell,38.07154361,-3.266535622
Artemis Tribell,37.78003787,-3.813901375
Artemus Ogus,37.80524227,-3.395979505
Arthur Bloan,37.72394015,-3.18215428
Arthur Bonnick,38.03193497,-2.798718047
Arthur Grevatt,37.73959851,-3.223807203
Artus Emerine,37.79143,-3.77716
Arty Yarrow,37.76805146,-3.130082725
Arv Ofen,37.93377409,-3.174300554
Arvie Kleinstern,37.7338931,-3.265245909
Arvin Kettlestring,37.72934447,-2.834268675
Arvin Ramas,37.79778004,-2.680318106
Arvy Dunthorn,37.74121,-3.80744
Arvy Simmonett,38.13001325,-3.368837388
Aryn Ladyman,37.85764487,-3.217430292
Asa Billsberry,37.80689899,-3.194374333
Asa Feldmesser,37.80878433,-2.778951862
Ash Dicey,37.88820614,-3.652784326
Ash Grealy,38.07530981,-2.800976939
Ashely Nye,38.07094845,-3.184088304
Asher Baskett,37.79577025,-2.773287967
Asher Le-Good,37.74073897,-3.672144346
Ashia Gadsdon,37.86038117,-3.223214514
Ashia Knoller,38.03402973,-3.483423234
Ashien Ferrucci,38.01298257,-3.515109848
Ashlee Cleaveland,38.01783068,-3.468325074
Ashlee Hyndes,37.89766682,-3.734813583
Ashley Dudderidge,37.96197463,-2.863931481
Ashley Gammidge,38.0509936,-3.440893635
Ashley Sinncock,37.9256119,-2.735356018
Ashley Stidever,37.87653035,-3.189508466
Ashly Halburton,37.99487864,-2.775201776
Ashton Eddison,37.77018263,-2.778873511
Ashton Yelding,37.71622661,-3.71707265
Asia Mincher,37.72395783,-3.671024803
Asia Queyeiro,37.74986124,-2.731906674
Astra Rodgier,37.86696257,-3.652588686
Astrix Luckie,38.00118329,-3.382018306
Astrix Oatley,37.92219046,-3.609339402
Atalanta Leach,37.91593489,-3.533255206
Atlanta Nevinson,37.99762281,-3.035405402
Atlanta Wensley,37.78053563,-2.841403195
Atlante Naisbet,38.10034702,-3.75506196
Aube Penk,37.84707669,-3.559060238
Auberon Beek,38.14616326,-2.847147423
Auberon McKeag,37.75284867,-2.916404168
Auberta Chelley,38.01441905,-3.425880173
Auberta Duester,37.70016429,-3.705577917
Auberta O'Hannen,37.95122192,-2.681422979
Aubine Bubear,37.8186886,-3.323758435
Aubrette Cullivan,38.01331625,-2.933123008
Aubrette Newarte,37.83686219,-3.615301349
Aubrey Easlea,37.98903224,-2.706991947
Aubrey Lalonde,37.7543156,-2.675333342
Aubrey Standbrooke,38.12322343,-3.82454945
Aubrie Kleanthous,37.92717421,-2.78212656
Aubrie McReynold,37.80683857,-2.736847752
Aubry Petrescu,38.02029874,-3.578544596
Aubry Stolworthy,37.84860962,-2.666315037
Audi Downing,37.85051604,-3.690661867
Audie Jex,37.94828008,-3.158577845
Audre Beavington,38.14102739,-3.565433444
Audre Chasier,37.90848623,-3.348404432
Audre Folk,38.06768073,-3.740848429
Audre Rickeard,37.82203014,-3.069667819
Audrie Currao,38.12492302,-3.153330209
Audrie Ilyinykh,37.80139778,-3.78334932
Audry Keslake,37.9658484,-2.905130995
Audry Marthen,37.73847986,-3.344723242
Audrye Schutte,38.10938688,-3.692760499
Augie Pattesall,37.99409515,-3.358562327
Augie Plaschke,38.08875246,-3.512525198
Augie Roback,37.97710433,-3.814024905
August Peschke,37.88759081,-3.246359495
August Witton,37.97372264,-3.47411793
Augusta Ferrao,37.85115153,-2.961566862
Augusta Prendeville,38.0919694,-2.893282503
Auguste Reiner,37.80460577,-2.805808636
Augustin Birchner,37.96856343,-3.033614261
Augustin Stoffer,37.87174444,-3.795454537
Augustina Skunes,37.75066984,-3.661131466
Augustine Albany,37.91698683,-2.656829755
Augustine Flicker,37.89187059,-2.889666943
Augustine Harbertson,38.02564134,-3.704388773
Augustine Nutman,38.09773985,-3.357467253
Augusto Domleo,37.93687242,-3.689895586
Augustus Gaunson,37.81780391,-2.939641391
Augustus Rubinowitz,37.97112202,-3.890280981
Augy Aldersey,37.71681077,-3.622317392
Aundrea Bedell,37.78559809,-3.14280121
Aundrea Botler,38.11817394,-3.176010617
Aundrea Killiner,38.01644582,-3.315908751
Aundrea Laxson,38.14972849,-3.688508589
Aura Dufer,38.00642055,-3.732606973
Aura Tebbit,37.85861453,-3.655057248
Aurel Brozek,38.00505785,-3.355304967
Aurel Poveleye,37.74316473,-3.294873193
Aurelea Scougal,37.9757838,-3.302469119
Aurelie Jerman,37.91989147,-3.340455021
Auria Carlyon,38.09409877,-3.427091808
Aurie Bonniface,37.81137878,-3.216407628
Aurilia Postance,37.79886241,-3.173597279
Aurlie Eastes,38.02045961,-3.169992297
Auroora Prayer,37.88573496,-3.062428321
Aurora Amner,37.80928339,-3.708664669
Aurore Kolakowski,38.10738669,-3.484099954
Aurthur Fawssett,37.89038807,-3.164245753
Austen Viall,38.02102221,-3.288588828
Austin Heineking,38.14059064,-3.048801046
Austina Chase,37.7605564,-2.851329731
Austina Keasy,37.82783385,-2.758407833
Austine Gambell,38.1152301,-3.677564706
Ava Kitney,37.72924387,-3.537756065
Ave Chavey,37.88417736,-3.646451819
Aveline Eytel,37.7044026,-2.709165842
Aveline Ramshay,37.95397888,-2.652000107
Averil Blanshard,37.71981185,-3.398218506
Averil Grealey,38.09191304,-3.649278155
Averil Leghorn,37.92723088,-3.713400132
Averil Monahan,38.07498413,-3.891535107
Averil Varran,38.14200478,-3.097047661
Avery Lody,38.09174544,-3.929530407
Avie Capin,37.81831578,-3.458891013
Avigdor Buck,38.06370028,-3.702955475
Avram Keppel,37.86564224,-2.703189533
Ax Hullin,38.09364525,-3.284608805
Axe Cappell,37.85810623,-3.237877652
Axe Fleetham,38.04825303,-2.955428763
Axe Geindre,37.94034015,-3.086608858
Aylmar Abrahamian,37.73852222,-3.841268472
Aylmar Fullagar,38.14631946,-3.039869522
Aylmar Keable,37.99776061,-2.667085302
Aylmar Pollastrino,37.83461215,-2.940565984
Aylmer Champness,37.71441372,-3.626769198
Ayn Gillatt,38.0648968,-2.7611648
Bab Davidsen,37.7826151,-2.888366785
Bab Dunsmore,37.94135351,-3.594049058
Babara Allan,37.73076723,-3.597733326
Babara Coatsworth,37.96134711,-3.292399235
Babbie Sealeaf,37.77822866,-2.824673793
Babita Furney,37.72986896,-2.847331018
Babs Birney,37.7293228,-2.779762995
Bail Snodin,37.93644817,-3.852981965
Bailey Barrie,37.97225481,-3.525989167
Bailey Peddar,37.97112014,-3.222331006
Bailey Spilsburie,38.08366377,-3.83439814
Bailie Keary,37.97988395,-2.816926614
Baillie Catterill,37.96674431,-3.698768902
Baillie Gayden,37.90079712,-3.278166948
Baily Dauby,37.74670831,-3.709532068
Baily Tinmouth,37.82380759,-2.881805314
Baird Donkersley,37.82384865,-2.777509029
Bald MacNeilly,38.07861449,-3.014040237
Bald Nutbrown,38.04407121,-3.836436782
Balduin Ivkovic,38.01063766,-3.213734406
Bambi Gorst,37.87003974,-3.550982329
Bambi Twopenny,37.73670201,-3.921662456
Bamby Inseal,37.95758191,-3.48056466
Ban Marder,38.00166179,-3.548295049
Bancroft Serris,38.0622041,-3.876442614
Bank Cornwall,38.02299916,-3.71609269
Bank Woltman,38.05901721,-3.258670426
Banky Stoll,38.10258834,-2.838759498
Barbabas Golland,37.74978904,-3.639659756
Barbabra Brogini,37.70717917,-3.181771401
Barbabra Satteford,38.05448237,-3.19387199
Barbara Kernermann,37.79074915,-3.840836712
Barbara-anne Theseira,37.76123429,-3.789910853
Barbaraanne Askham,37.93625547,-3.208679649
Barbe Moakson,38.08039198,-3.667501352
Barbe Stoyles,38.13972583,-2.994088045
Barbette Daubney,38.05661447,-3.106418569
Barbette Gallamore,37.94343651,-3.240637886
Barbette Lembke,37.82129514,-3.51936945
Barbette Neville,38.11952399,-2.721062284
Barbey Wyld,38.14707757,-3.254915805
Barbra Orrill,37.73952291,-3.322459571
Barby Backshall,37.72383076,-2.966061786
Barclay Tarling,38.07759459,-3.80575446
Barclay Weagener,37.98319489,-3.377644148
Bard Demann,37.90667644,-3.620148052
Bard Dukesbury,38.09747633,-3.528475596
Bard Vreiberg,37.93679104,-3.4032279
Barn Shawdforth,37.93911745,-3.371088194
Barnabe Worsham,37.95084108,-3.918197256
Barnebas Spadari,38.06856714,-3.69529338
Baron McKinley,37.97445387,-2.704669327
Barr Tinkler,37.73646584,-2.790516014
Barret Stoller,37.75198181,-2.781113928
Barri Coviello,37.75216613,-3.194132927
Barri England,38.10796493,-3.06634393
Barri Glawsop,37.84302879,-3.829862514
Barrie Beert,38.10214407,-3.771920553
Barrie Hubback,38.1223462,-2.710184557
Barrie Sibley,37.70324847,-3.881917573
Barris Castane,37.81922877,-2.81336704
Barris Seery,38.10480349,-3.523256672
Barron Vasilik,38.0095789,-3.061940993
Barry Ekell,37.90874614,-3.873147502
Barry Hakonsen,37.70784178,-3.880192059
Bart Finnan,37.97958684,-3.334899373
Bart Matzke,38.04615813,-3.887896866
Bart Murty,37.71973612,-3.672590997
Bartel Colvine,37.82200709,-3.474587066
Bartel Wallicker,38.13934862,-2.81454851
Barthel Walklett,37.92812313,-2.739320604
Bartholemy Hutsby,38.07901946,-2.801173217
Bartholemy Nerheny,37.74037796,-2.788999946
Bartholomeo Mottershead,38.00259497,-3.104856159
Bartholomeus Pepis,37.97338496,-3.400799677
Bartholomeus Stanbury,37.77144422,-3.483647585
Bartholomew Newland,37.82771018,-3.811521422
Bartholomew Tuberfield,38.11464598,-2.978263353
Bartie Slograve,37.93371471,-2.9297748
Bartie Sloper,37.87814759,-3.129369585
Bartlett Scrammage,37.71041238,-2.914247542
Bartolemo Rops,37.95177826,-3.516466309
Bartolemo Strettell,37.78401874,-2.783006589
Barton Matasov,37.88727276,-3.788482483
Barton Nana,37.94994662,-3.364102749
Bartram D'Aulby,37.84982011,-3.668468643
Bartram Swanson,37.79824472,-3.685767152
Baryram Riggey,37.88858966,-2.773676156
Base Kave,37.89002697,-3.663525693
Basia Longcake,38.02099427,-3.664671624
Basil Lezemere,37.90176062,-3.486273729
Basile Ianno,37.90882939,-2.764552665
Basile Longmead,38.05715464,-2.77116122
Basile Piggrem,37.96653454,-3.378943137
Bastian Allmond,37.96288944,-3.938771928
Bastian Elsworth,38.02055365,-3.475739941
Bastien Ather,37.8370081,-3.853718756
Bastien Siggers,37.98051872,-2.71541601
Bastien Skipsey,37.80189624,-3.032357569
Bastien Volet,37.84394871,-3.030001344
Batsheva Larmor,37.78074698,-3.826116644
Baudoin Bennell,38.14156031,-2.693615835
Baudoin Sperski,37.89479906,-2.958794207
Baxie Ivison,37.70699726,-3.605487327
Baxie Karpol,37.84127221,-3.245987431
Baxter Stapleford,37.89659537,-3.456783786
Baxter Waddell,37.86246321,-3.73065763
Baxy Sandys,37.97342934,-2.706159768
Bay Hum,37.89223982,-2.730196312
Bayard Simson,37.91418365,-3.525573867
Bea Kinworthy,37.91019129,-3.095437174
Bea Klaas,37.86059634,-2.845602821
Bea Rosenhaus,37.73863497,-3.633467712
Bea Wandtke,38.04662657,-3.656804499
Beale Edland,37.90745673,-3.331808783
Bear Coldman,37.97898121,-2.997191361
Bear Rosentholer,37.81854572,-2.992591541
Bearnard Donati,38.09142502,-3.658645165
Beatrisa Wallentin,37.84969324,-3.821337913
Beatrix Minchindon,38.05955109,-3.045489936
Beatriz Hassett,37.75912748,-2.677432671
Beau Baudoux,38.03106217,-3.428263564
Beau Erbain,37.86245681,-3.505630088
Beau Felten,37.93548279,-3.348625531
Beaufort Fairney,37.86552778,-2.902578411
Beauregard Halling,37.90203745,-3.108386867
Bebe Yakebovitch,38.05250002,-3.090773253
Becca Gubbin,37.50210947,-3.598265919
Beck Whyke,37.68849281,-3.310723564
Becka Rothery,37.50162159,-3.646206765
Becka Scolding,37.93107785,-3.072467921
Becki McKendry,37.03178758,-3.376626369
Becki Skurm,37.25106671,-3.009968548
Beckie Gumbley,37.55639375,-3.49675308
Beckie Vaskov,37.17619091,-3.45513955
Becky Peskett,37.97306066,-3.192847585
Bee Rowthorn,37.36711867,-3.705501545
Beilul Conroy,37.94434653,-3.460585653
Belia Ponten,37.0036434,-3.205787461
Belinda Loads,37.88115787,-3.086965397
Belinda Sweett,37.68572084,-3.79710942
Bell Burriss,37.8025911,-3.274992187
Bella Dark,37.07557409,-3.643607791
Bella O'Lennane,37.69066518,-3.097093539
Belle Flipsen,37.38122031,-3.715777047
Belle Fullager,37.689756,-3.700484053
Belle Pruckner,37.5713027,-3.901401377
Belle Ruddock,37.19925857,-3.184039509
Beltran Heffer,37.69193401,-3.488002966
Beltran O'Crowley,37.71167494,-3.30857125
Beltran Ringham,37.91936401,-3.89035936
Beltran Winspire,37.17573,-3.930621202
Belva Viant,37.65093631,-3.193428384
Belvia Alvey,37.28299228,-3.74777483
Ben Blannin,37.25213609,-3.091343766
Bendick Luxon,37.41315704,-3.95713677
Bendix Yellowlea,37.88197127,-3.903045398
Benedetta Vigurs,37.60154298,-3.087972781
Benedick Deeman,37.30626923,-3.136434074
Benedict Kell,37.73642188,-3.615765098
Benedict Sawood,37.28810919,-3.099092552
Benedicta Llewellen,37.6708072,-3.774655761
Benedicta Vickerman,37.25280005,-3.048937192
Benedicto Bourdel,37.04001103,-3.341431393
Benedikta Blaiklock,37.14076324,-3.099302643
Benedikta Etherington,37.09494954,-3.895003186
Benetta Durling,37.26919446,-3.491827816
Bengt Yurshev,37.53854144,-3.812926564
Beniamino McAlinion,37.40315099,-3.373049996
Benito Kemet,37.86864788,-3.103261212
Benjamin Haliburton,37.67279462,-3.237214259
Benji Fernehough,37.9312842,-2.593704902
Benn Beslier,37.53693298,-3.774375712
Bennett Simes,37.43544348,-3.724755457
Bennie Duffit,37.48471087,-2.645042594
Bennie Hearty,37.98885396,-3.151258377
Bennie Swannack,37.59525344,-3.730136757
Benny McDermott-Row,38.1169761,-3.129521707
Benny Richardin,38.04024783,-3.217592794
Bent Johnstone,38.11530853,-3.69830808
Berke Stuke,37.8224411,-3.408977443
Berkie Purser,38.10913493,-3.596035062
Berkley Conechie,38.11321864,-3.528517616
Berkley Mc Faul,38.09644009,-3.054533682
Berkly Andreolli,38.06732313,-2.888176315
Berky Wilfling,37.90386531,-3.394390852
Berna Boffey,37.78522318,-3.345044714
Berna Sehorsch,37.94577222,-3.249204163
Bernadette Lebarree,38.09469674,-3.246520857
Bernadina Roust,37.9582863,-3.697173137
Bernadine Pember,38.13787324,-2.983434786
Bernard Raittie,37.98001533,-3.788478668
Bernard Slatcher,37.73549252,-3.138112223
Bernardina Arrigo,37.86570411,-3.175156444
Berne Cowdroy,37.70181102,-3.852297004
Berne Rijkeseis,37.7831118,-3.072559294
Bernelle Perrat,38.09629207,-3.131276361
Bernete Rau,38.07192401,-3.706656414
Bernhard Derx,37.78186521,-3.315855246
Bernhard Lerigo,37.79153621,-3.212112687
Bernhard Norster,38.11061919,-3.641052569
Berni Ollerearnshaw,37.97357229,-2.898050546
Bernie Odom,38.11188282,-3.726180466
Berny Dane,37.74471453,-3.340357003
Berny Eneas,38.0105829,-3.265807984
Bert Maciejak,38.07988597,-3.929827543
Bert Pybus,37.76287543,-3.636101072
Berta Bunker,38.0726651,-3.339424753
Berta Rive,38.1049999,-2.688088214
Berta Trimnell,37.9669865,-2.76356068
Bertha Barzen,37.74563515,-3.056033811
Bertha Brend,37.90389856,-2.876369755
Bertha Crat,37.97532489,-3.398236079
Bertha Glennie,38.11626939,-3.464425394
Berti Domoney,37.7686959,-3.493487031
Berti Kaesmans,37.96370475,-3.337060364
Bertina Gantz,38.08400948,-2.878027335
Bertina Gislebert,37.73046031,-3.701162829
Bertine Camden,37.88512343,-3.663389947
Bertine Morson,38.05857346,-3.651203531
Berton Fortie,38.03934649,-2.650014813
Berton Gresty,37.97009404,-2.693055734
Bertrand Cantrill,37.70294928,-3.12512709
Bertrando Anthon,37.78483882,-3.89639383
Berty Phizacklea,37.8134115,-3.477462565
Berty Sebastian,37.82339517,-2.79562612
Berty Tow,37.97619239,-3.88690966
Beryl Clavering,37.70992722,-3.521344704
Beryl Durnford,37.98599648,-3.1986517
Beryle Barrowcliff,37.90591536,-3.793978688
Beryle Cottee,38.03511636,-3.500606338
Beryle Garcia,38.1378502,-3.480564309
Bessy Ackenhead,37.97578423,-3.586123412
Bessy Robertsen,37.73549236,-3.512015792
Beth Picheford,37.77989948,-3.855732889
Bethany Duthie,37.79836026,-2.761162658
Bethany Elmer,37.84623428,-2.668926122
Bethany Grimme,37.83373056,-3.647821542
Bethany Lukesch,37.70341182,-3.470908228
Bethena Jannequin,37.90011996,-3.10033295
Bethina McCrudden,38.11106183,-3.46085983
Betsey Bisson,37.73309375,-3.336799055
Betsey Rentoll,37.91923532,-3.511000858
Betsy Shalliker,37.92385398,-2.798397007
Betta Trevorrow,37.79625668,-2.759744298
Bette Crittal,38.04571411,-3.202190716
Bette-ann Bernardoux,37.71676672,-3.369388934
Bette-ann MacAndie,37.98819029,-3.317038414
Betteanne Toopin,37.9114226,-2.741224432
Betti Blakely,38.05122255,-3.405454622
Bettine Estrella,37.97154173,-2.967643529
Bettine Eyers,38.08199982,-2.772250603
Bettye Chaize,37.98865451,-3.240355427
Bettye Coke,37.87441844,-3.615818619
Bettye Earwaker,37.7357999,-3.324907452
Bettye Ovington,37.85038154,-3.164995809
Bev Maffioletti,38.11896968,-3.200636014
Bev Smalles,38.14439403,-2.992621663
Bevan Geroldo,37.70856036,-3.694191831
